date,sentiment,volume,change
2017110,0.1302217391304347,16288.04830538,-1.7532099
2017111,0.13157192982456145,14672.50624723,-3.99315514
2017112,0.16266134020618553,13981.73283021,-2.29401068
2017113,0.1560315533980582,13375.03001194,-3.40750119
2017114,0.1783660714285714,13296.76313311,0.62668133
2017115,0.18755823529411764,13296.88323793,1.80901457
2017116,0.18632055555555563,12760.56926263,0.89511309
2017117,0.15472786885245904,10882.86542861,42.97384177
2017118,0.1713967289719625,10721.84227939,0.2295919
2017119,0.2151302857142856,10211.39848619,1.2900118
2017120,0.15087617187499994,28860.08719244,0.51804454
2017121,0.16367594339622632,29169.20318198,2.90967485
2017122,0.13212600896860985,29925.18810524,7.48914056
2017123,0.16925650406504059,30991.16393417,0.47514162
2017124,0.1499326771653543,31611.01158756,3.01620353
2017125,0.14012610837438433,31671.54529875,-2.84901515
2017126,0.12460248756218904,32071.64393585,3.4905312
2017127,0.154690366972477,32495.99587765,1.90102839
2017128,0.11728280542986425,33701.61312616,-2.13966708
2017129,0.13957268292682923,35685.28095384,6.59072948
2017130,0.1561051851851852,41102.12063428,3.969408
2017131,0.14435307692307686,41383.74305732,1.81363879
2017132,0.07269346153846154,42801.7509049,-1.37845263
2017133,0.083469921875,42448.40256956,0.72460873
2017134,0.10492695652173922,41979.93917033,-3.03652878
2017135,0.1401069444444444,42367.7658689,-0.6834915
2017136,0.10179262672811061,42583.64467897,-5.61286814
2017137,0.10991752136752135,43265.08916512,2.99451009
2017138,0.13535162601626016,42625.52326382,-1.40691457
2017139,0.13131388888888887,41769.01195906,-0.82723856
2017140,0.13350690909090906,32554.63016141,-0.63733849
2017141,0.09222830882352942,33802.86160584,3.43875887
2017142,0.07222199999999998,33459.48290833,-0.53654406
2017143,0.0958897119341564,34063.88200781,3.50542681
2017144,0.10678765432098762,35362.55204084,1.34790103
2017145,0.11444039215686277,38026.01474536,5.68735865
2017146,0.11812680851063828,39223.70091023,1.86030783
2017147,0.10320550000000002,39862.52554438,0.94876095
2017148,0.10848744939271257,40540.2365766,-3.16828739
2017149,0.11694549549549553,41040.75941537,7.00927282
2017150,0.13766605839416057,99660.06510807,-25.06217813
2017151,0.09277716535433067,102474.44693212,18.63999999
2017152,0.1409725925925925,103612.93534973,-7.49267959
2017153,0.12499469387755104,104932.65915037,-0.58740403
2017154,0.10247732793522274,106424.0694087,4.24924103
2017155,0.116268253968254,105307.97533631,3.50267852
2017156,0.1287705645161291,105128.08713189,-1.23796814
2017157,0.12372976190476191,105181.61178968,-4.61301071
2017158,0.09884934497816596,107315.62489691,-3.94821169
2017159,0.12054159663865548,120961.43300856,-48.94529599
2017160,0.11459246031746033,167074.34538085,14.26514591
2017161,0.06917121771217713,165768.27608576,-6.72984211
2017162,0.06989335793357931,167268.3273309,-53.35166663
2017163,0.08825306122448982,167665.21123413,19.58034884
2017164,0.057094618834080714,166302.63181706,-6.61258069
2017165,0.0919740909090909,165351.14474093,1.07532678
2017166,0.08409125000000002,164434.311584,5.94485772
2017167,0.08676232558139538,164201.66919066,1.07717605
2017168,0.08512958333333337,165982.74957145,-3.65975842
2017169,0.11497209302325587,158153.03209674,-23.40711326
2017170,0.16111510204081614,114319.36303022,-6.68702833
2017171,0.06991651785714287,114790.18763034,-28.94034084
2017172,0.06777265917602995,120863.12263701,-6.89694189
2017173,0.09402459677419359,121812.28242448,-12.34640549
2017174,0.05433636363636363,125653.28460061,-1.33746339
2017175,0.08738333333333335,125955.52788973,-15.45733217
2017176,0.1244459574468085,126447.12107548,-0.73225778
2017177,0.07567142857142861,128275.75735937,5.1601484
2017178,0.09604142259414226,127396.66174308,-17.34712445
2017179,0.10576727272727275,125992.43789904,57.10476642
2017180,0.08704475806451616,86952.49776408,-6.0278501
2017181,0.13083537117903934,83119.19881668,2.08731331
2017182,0.1191983263598326,75856.55031509,19.53244671
2017183,0.0840684684684685,72646.14644412,4.16729212
2017184,0.0962851851851852,70712.42349209,19.39169375
2017185,0.08754809523809527,71603.42766211,-2.72470663
2017186,0.1538199134199134,71708.78356949,5.79516608
2017187,0.06715905172413794,70007.61184373,-4.58381344
2017188,0.08841971830985917,66911.41462638,1.54147286
2017189,0.1186141509433962,61487.87863425,1.03754771
2017190,0.10872316176470598,54096.38179542,-27.0915953
2017191,0.09481000000000005,56772.07015718,0.85502799
2017192,0.07091535433070865,56714.45333978,8.28765265
2017193,0.0870623481781377,55980.92640704,-3.70449411
2017194,0.07867407407407408,53717.76542005,0.94808656
2017195,0.05703647058823531,52497.10352502,-1.75359606
2017196,0.12884291666666672,51490.93176919,-2.02966592
2017197,0.08889313304721036,50966.5094317,-9.85487196
2017198,0.05340209205020922,50704.25213926,1.61711482
2017199,0.09227100840336139,51023.20798969,-4.84115233
2017210,0.1043586345381526,44153.7151163,3.84767159
2017211,0.10609431279620853,46664.86701134,3.96600513
2017212,0.12688938775510206,48178.1926543,-1.26568794
2017213,0.11914397905759158,48665.1508664,0.19744938
2017214,0.12671433962264156,49374.28444494,1.45770586
2017215,0.11541493212669683,50036.19623493,2.96145129
2017216,0.1392621276595745,50602.69886413,4.71512355
2017217,0.150147577092511,46649.05634618,1.82751507
2017218,0.09447254098360656,46691.57208491,2.85480405
2017219,0.16761215686274503,47621.79151758,-5.86612518
2017220,0.08234588744588747,30321.89171952,5.08158233
2017221,0.12728560311284054,28411.27793698,2.25265412
2017222,0.1467236162361623,28663.07160208,-2.24235701
2017223,0.09983807531380758,29552.2089195,-3.72214084
2017224,0.10023373983739838,29256.29199801,-0.89059808
2017225,0.11743319838056683,29190.72634926,3.50398536
2017226,0.14926111111111098,28770.58082601,-0.24749339
2017227,0.11819109589041096,28305.12168971,1.71676909
2017228,0.15203398437499996,28445.64444002,5.95106937
2017229,0.12920487804878045,28394.13023427,-1.27938623
2017230,0.16691115879828325,37945.16197813,-0.28974038
2017231,0.17815039370078734,39225.32082662,8.54242696
2017232,0.1271416988416988,38708.70410585,1.16499421
2017233,0.17397836879432607,38142.80653223,1.93438561
2017234,0.12835714285714278,38573.89027464,-0.71847074
2017235,0.1561560553633217,39320.09538979,-1.21964078
2017236,0.14723555555555545,45262.17760204,-15.68175703
2017237,0.13657807692307686,47870.44040751,-3.24657305
2017238,0.1439669387755102,48531.9779035,-6.55884497
2017239,0.12124054054054056,48426.86684321,5.34445998
2017240,0.12245269230769236,44441.12790187,0.77459998
2017241,0.10114166666666671,43164.03652021,0.8421289
2017242,0.12874545454545458,42664.3853724,-6.61081335
2017243,0.11539635627530366,42878.6780021,-2.04383869
2017244,0.1552535,42135.08444286,-1.57221797
2017245,0.11683010204081634,40859.5053593,-6.8573792
2017246,0.1608502127659574,35482.70246928,5.78433666
2017247,0.14371341463414627,32851.56170985,2.26107331
2017248,0.14483083333333335,32053.78710239,-4.5797815
2017249,0.1248040816326531,31104.9924364,-3.49533926
2017250,0.06654351145038168,31630.50483413,-2.8632607
2017251,0.08689482758620694,30924.61629031,-1.62075802
2017252,0.10015758928571428,30141.15808144,1.75740628
2017253,0.10655165876777253,29296.43712167,-4.61298192
2017254,0.08594268292682926,29256.70946076,-0.84784719
2017255,0.10607338403041827,29136.62783579,1.59350279
2017256,0.12234954128440369,28342.72521265,1.11383865
2017257,0.08653627906976748,28484.15400078,-1.36566174
2017258,0.12792476635514022,27833.8286555,0.50581753
2017259,0.146493427230047,27889.77385383,-0.15895742
2017260,0.1333952173913044,27257.46787539,4.5535372
2017261,0.09500367346938769,27600.19000161,1.00740248
2017262,0.12468250950570342,27846.91704026,-1.48303105
2017263,0.11780354330708663,27784.58559221,0.66589241
2017264,0.1350212765957447,28202.50961437,0.67416765
2017265,0.085514847161572,28398.25256955,0.38669723
2017266,0.15061513944223115,28569.97356315,2.48827868
2017267,0.12310933852140081,28532.27594361,-0.4977861
2017268,0.1222129770992367,28833.52535362,0.49608621
2017269,0.13069227467811168,29416.53326497,3.56942776
2017270,0.12698616071428567,20465.1363201,-0.64320344
2017271,0.1408255555555555,20477.35112432,3.09716055
2017272,0.14590842911877394,21261.38512275,0.37683721
2017273,0.13869843750000002,21439.99425263,2.09485518
2017274,0.12560736842105266,21448.48211728,7.41383091
2017275,0.11739999999999998,23192.40331977,1.23448275
2017276,0.1843429752066115,23644.05847086,2.94502065
2017277,0.09874864864864866,26652.4758016,5.37614814
2017278,0.11051220472440952,27469.68064753,2.43955271
2017279,0.11039471544715451,27511.98461742,0.10231764
2017280,0.12719808612440192,31037.11077016,3.41772819
2017281,0.07646630036630037,33183.06103668,-0.82539171
2017283,0.09710211864406783,33817.91743088,2.18296493
2017284,0.11060800000000003,34297.83448181,2.19667725
2017285,0.13828284313725486,33604.97187248,2.98880577
2017287,0.14074863813229574,31485.30591543,-5.82769832
2017288,0.07910454545454548,41747.81489014,5.37696247
2017289,0.039548582995951424,43741.55236316,-2.18440603
2017290,0.05209868421052632,47510.30572669,12.6113953
2017291,0.07094109589041095,47111.35736298,-5.08202177
2017292,0.07664681818181815,46081.23564677,0.61917862
2017293,0.022374400000000013,48437.73765957,4.94819958
2017294,0.0505974025974026,50351.97989117,-2.2173353
2017295,0.09020325203252036,50496.26997535,-1.83054663
2017296,0.058334728033472824,50910.62409722,-4.6963375
2017297,0.08682594339622642,52163.2906176,-4.8061368
2017298,0.0636823275862069,41959.2194426,1.24768166
